pl_name,hostname,ra,dec,discoverymethod,disc_facility,disc_year,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,pl_eqt,pl_trandep,pl_trandur,pl_orbincl,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_spectype
"HATS-16 b","HATS-16",358.5588439,-30.0130385,"Transit","HATSouth",2016,14.57170000,1039.30410000,2.68650200000,0.0374400000,0.000000,1.860000,1592.00,1.21353375,2.6208000,83.53000,5738.00,1.238000,0.970000,-0.1000,4.239000,0.17319,"G3 V"
"HATS-18 b","HATS-18",173.9574203,-29.1560639,"Transit","Multiple Observatories",2016,14.89676100,629.14448500,0.83784000000,0.0174000000,0.166000,1.116900,2069.48,2.13557851,1.9440000,85.29000,5600.00,1.020000,1.037000,0.2800,4.436000,-0.03152,"G V"
"HATS-29 b","HATS-29",285.0965172,-54.8933408,"Transit","HATSouth",2016,14.02245900,207.54299000,4.60587490000,0.0547500000,0.158000,0.411000,1212.00,1.37930349,3.2112000,87.37000,5670.00,1.073000,1.032000,0.1600,4.389000,0.02938,"G"
"HATS-3 b","HATS-3",312.4574879,-24.4286938,"Transit","HATSouth",2013,15.48000000,340.38200000,3.54785100000,0.0485000000,0.000000,0.510000,1648.00,1.00000000,3.5856000,86.20000,6351.00,1.404000,1.209000,-0.1570,4.220000,0.45600,"F"
"HATS-30 b","HATS-30",5.6185250,-59.9425892,"Transit","HATSouth",2016,13.17057500,224.38798000,3.17435160000,0.0435400000,0.096000,0.543000,1414.00,1.54573248,2.7504000,86.84000,5943.00,1.061000,1.093000,0.0600,4.425000,0.09691,"G"
"HATS-34 b","HATS-34",0.7744866,-62.4693167,"Transit","HATSouth",2016,16.02887000,299.07803000,2.10616070000,0.0316600000,0.108000,0.400000,1445.00,1.21422239,1.5552000,82.28000,5380.00,0.980000,0.955000,0.2500,4.435000,-0.14026,
"HATS-35 b","HATS-35",296.6884420,-63.5656488,"Transit","HATSouth",2016,16.40997600,388.38826000,1.82099930000,0.0319900000,0.306000,0.484000,2037.00,1.23400000,3.1176000,86.90000,6300.00,1.433000,1.317000,0.2100,4.244000,0.46538,
"HATS-4 b","HATS-4",94.1120914,-22.5468824,"Transit","HATSouth",2014,11.43300000,420.47100000,2.51672900000,0.0362000000,0.013000,1.550000,1315.00,1.64065457,2.5272000,88.50000,5403.00,0.925000,1.001000,0.4300,4.510000,-0.18700,"G"
"HATS-40 b","HATS-40",100.5712467,-29.7767800,"Transit","HATSouth",2018,17.71022000,505.34970000,3.26427360000,0.0499700000,0.312000,0.490000,2101.00,0.50115725,5.3304000,85.80000,6460.00,2.260000,1.561000,0.0100,3.921000,0.90309,
"HATS-41 b","HATS-41",103.5173558,-27.0504156,"Transit","HATSouth",2018,14.90797000,3082.95100000,4.19364900000,0.0583000000,0.380000,5.100000,1710.00,0.48041573,2.1960000,80.40000,6424.00,1.710000,1.496000,0.4700,4.140000,0.65321,
"HATS-43 b","HATS-43",80.5382418,-30.9708179,"Transit","HATSouth",2018,13.22662000,82.95363000,4.38884970000,0.0494400000,0.173000,0.191000,1003.00,2.49645478,2.9884800,89.24000,5099.00,0.812000,0.837000,0.0500,4.539000,-0.39794,
"HATS-59 b","HATS-59",170.3243250,-22.3881770,"Transit","HATSouth",2018,12.62133400,256.17098000,5.41608100000,0.0611200000,0.129000,0.700000,1128.00,1.43100000,3.5928000,88.10000,5670.00,1.036000,1.038000,0.1800,4.422000,-0.00436,
"HATS-62 b","HATS-62",312.4493079,-24.3035060,"Transit","HATSouth",2018,11.82549500,56.89157000,3.27688370000,0.0416300000,0.298000,0.076000,1237.00,1.55661441,2.7652800,87.92000,5416.00,0.933000,0.896000,0.1330,4.451000,-0.17328,
"HATS-64 b","HATS-64",144.2876092,-29.8004440,"Transit","HATSouth",2018,18.81991100,305.11680000,4.90889700000,0.0656200000,0.151000,0.245000,1793.00,0.55488280,5.8056000,87.24000,6554.00,2.113000,1.564000,0.2200,3.982000,0.86747,
"HATS-65 b","HATS-65",292.9397825,-26.7402021,"Transit","HATSouth",2018,16.82470900,260.93843000,3.10516100000,0.0449700000,0.062000,0.300000,1634.00,1.30361538,2.8848000,84.82000,6277.00,1.310000,1.257000,0.1990,4.303000,0.37658,
"HATS-66 b","HATS-66",101.3948048,-33.8816918,"Transit","HATSouth",2018,15.81589900,1694.03390000,3.14143910000,0.0471400000,0.064000,2.340000,1998.00,0.54330349,4.5432000,87.06000,6626.00,1.841000,1.411000,-0.0170,4.057000,0.76716,
"HATS-67 b","HATS-67",180.2087883,-46.1364201,"Transit","HATSouth",2018,18.88716500,460.85350000,1.60917880000,0.0303200000,0.057000,0.374000,2193.00,1.34500000,1.9464000,79.03000,6594.00,1.441000,1.435000,0.3320,4.278000,0.54654,
"HATS-69 b","HATS-69",289.2974275,-60.8917599,"Transit","HATSouth",2018,10.59250500,183.38791000,2.22525770000,0.0321100000,0.519000,0.460000,1295.70,1.31445901,2.3577600,88.49000,5137.00,0.878500,0.892000,0.3770,4.501000,-0.31758,
"HATS-77 b","HATS-77",149.8236672,-27.3928174,"Transit","HATSouth",2021,13.05846252,436.69623122,3.08762620000,0.0360700000,0.045000,1.077000,828.30,4.04118142,2.2276800,88.44000,4071.00,0.642800,0.655000,0.2530,4.638000,-0.99183,
"HATS-8 b","HATS-8",294.9416887,-25.7483655,"Transit","HATSouth",2015,9.78545700,43.86054000,3.58389300000,0.0466700000,0.376000,0.259000,1324.00,0.77275058,3.0312000,87.80000,5679.00,1.086000,1.056000,0.2100,4.386000,-0.02520,
"HD 100546 b","HD 100546",173.3555116,-70.1947897,"Imaging","Paranal Observatory",2014,77.34210000,2701.54145950,,53.0000000000,,0.032100,94.67,,,,10500.00,1.852880,2.400000,,4.327260,1.50000,"B9 Vne"
"HD 100777 b","HD 100777",173.9646303,-4.7555425,"Radial Velocity","La Silla Observatory",2007,13.70000000,390.92894061,383.00000000000,1.0600000000,0.380000,0.835000,264.28,,,90.00000,5533.00,1.040000,1.080000,-0.2700,4.320000,0.02119,"G8 V"
"HD 101581 c","HIP 56998",175.2563039,-44.4041485,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2025,0.99000000,0.93700000,6.20401000000,0.0573000000,,5.310000,747.00,0.02108404,1.7600000,87.93000,4675.00,0.630000,0.653000,-0.3430,4.654000,-0.78186,"K4/5V"
"HD 10180 f","HD 10180",24.4731133,-60.5114881,"Radial Velocity","La Silla Observatory",2010,5.24000000,23.90000000,122.74400000000,0.4929000000,0.119000,0.913000,427.54,,,90.00000,5911.00,1.109000,1.060000,0.0800,4.390000,0.17319,"G1 V"
"HD 101930 b","HD 101930",175.8756080,-58.0053798,"Radial Velocity","La Silla Observatory",2005,10.60000000,79.45750000,70.46000000000,0.3000000000,0.110000,0.367000,417.04,,,,5108.00,0.860000,0.570000,0.1500,4.330000,-0.30980,"K1 V"
"HD 102117 b","HD 102117",176.2097267,-58.7040134,"Radial Velocity","La Silla Observatory",2005,8.47000000,54.03110000,20.81330000000,0.1500000000,0.120000,0.489000,780.86,,,,5655.00,1.230000,1.060000,0.2800,4.290000,0.15737,"G6 V"
"HD 102843 b","HD 102843",177.5854673,-1.2522989,"Radial Velocity","Las Campanas Observatory",2019,13.10000000,113.90000000,3090.94200000000,4.0740000000,0.110000,0.278000,127.34,,,,5436.00,0.961488,0.950000,0.1600,4.459350,-0.13814,"K0 V"
"HD 102888 b","HD 102888",177.6545263,-27.2779074,"Radial Velocity","La Silla Observatory",2025,12.80000000,1808.44363583,252.06000000000,1.0500000000,0.110000,4.740000,688.63,,,,4990.00,8.600000,2.420000,0.0700,2.870000,1.61584,"G8 III"
"HD 102956 b","HD 102956",177.8436988,57.6406584,"Radial Velocity","W. M. Keck Observatory",2010,13.80000000,305.11680000,6.49470000000,0.0807000000,0.037000,0.638000,1804.96,,,,4985.00,4.550000,1.660000,0.1900,3.380000,1.06446,"G5"
"HD 103891 b","HD 103891",179.4382907,-8.5486195,"Radial Velocity","La Silla Observatory",2022,13.20000000,918.52409623,1919.00000000000,3.2700000000,0.310000,2.190000,241.25,,,27.40000,6072.00,2.220000,1.280000,-0.1900,3.790000,0.78604,"F9"
"HD 104985 b","HD 104985",181.3157854,76.9053359,"Radial Velocity","Okayama Astrophysical Observatory",2003,12.80000000,1766.80811451,199.68000000000,0.7150000000,0.047000,4.630000,901.01,,,,4738.00,11.120000,1.220000,-0.3200,2.420000,1.76989,"G9 III"
"HD 105618 c","HD 105618",182.4021288,11.2115695,"Radial Velocity","Multiple Observatories",2022,11.90000000,8419.59232984,77114.07158000000,35.7310000000,0.126000,27.500000,51.64,,,31.96800,5671.00,1.273990,1.010000,,4.232060,0.17967,
"HD 106252 b","HD 106252",183.3730583,10.0404302,"Radial Velocity","Lick Observatory",2002,12.50000000,3178.28407000,1535.00000000000,2.6550000000,0.480000,8.940000,178.13,,,46.00000,5874.00,1.050000,1.050000,-0.0600,4.360000,0.12320,"G0"
"HD 106270 b","HD 106270",183.4049258,-9.5135645,"Radial Velocity","W. M. Keck Observatory",2011,12.40000000,3623.24383980,1888.00000000000,3.3400000000,0.185000,10.400000,237.07,,,63.00000,5509.00,2.660000,1.390000,0.0600,3.720000,0.75587,"G5 IV"
"HD 106906 b","HD 106906",184.4713308,-55.9755805,"Imaging","Las Campanas Observatory",2013,12.40000000,3496.00000000,,650.0000000000,,10.100000,1800.00,,,,6516.00,2.123510,1.500000,0.0400,3.904530,0.75000,"F5 V"
"HD 108236 e","HD 108236",186.5740627,-51.3630519,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2020,3.08300000,9.71000000,19.59002500000,0.1367000000,0.058000,1.820000,636.00,0.10380000,4.2000000,89.24500,5660.00,0.877000,0.869000,-0.2800,4.490000,-0.14997,"G3 V"
"HD 108236 f","HD 108236",186.5740627,-51.3630519,"Transit","CHaracterising ExOPlanets Satellite (CHEOPS)",2021,2.01700000,4.72000000,29.54115000000,0.1758000000,0.051000,3.160000,609.59,0.04450000,3.2700000,88.96300,5660.00,0.877000,0.869000,-0.2800,4.490000,-0.14997,"G3 V"
"HD 109271 b","HD 109271",188.3973970,-11.6215204,"Radial Velocity","La Silla Observatory",2013,4.31000000,17.16200000,7.85430000000,0.0790000000,0.250000,1.180000,1128.86,,,,5783.00,1.294595,1.047000,0.1000,4.280000,0.30100,"G5 V"
"HD 109271 c","HD 109271",188.3973970,-11.6215204,"Radial Velocity","La Silla Observatory",2013,5.27000000,24.15400000,30.93000000000,0.1960000000,0.150000,0.907000,716.68,,,,5783.00,1.294595,1.047000,0.1000,4.280000,0.30100,"G5 V"
"HD 109988 b","HD 109988",189.8154662,-32.7263607,"Radial Velocity","Multiple Observatories",2022,12.10000000,6935.33366915,17132.15854000000,12.5180000000,0.056000,21.500000,65.91,,,33.99200,5185.97,0.869694,0.880000,0.1400,4.503820,-0.30725,
"HD 110113 c","HD 110113",190.0365636,-44.3120777,"Radial Velocity","La Silla Observatory",2021,2.11384817,10.50000000,6.74400000000,0.0680000000,0.045000,6.110000,990.00,0.04505421,1.3710857,,5732.00,0.968000,0.997000,0.1400,4.460000,-0.03235,"G"
"HD 11112 b","HD 11112",27.0881399,-41.4944106,"Radial Velocity","Multiple Observatories",2022,12.60000000,2598.56505563,17244.90764000000,13.3800000000,0.285000,7.140000,94.51,,,144.87600,5905.64,1.473680,1.070000,0.1869,4.130640,0.37657,
"HD 111998 b","HD 111998",193.2953521,-3.5531133,"Radial Velocity","La Silla Observatory",2016,12.90000000,1525.57635360,810.00000000000,1.9100000000,0.130000,3.910000,275.49,,,90.00000,6557.00,1.450000,1.400000,0.0700,4.190000,0.51231,"F6 V"
"HD 113337 c","HD 113337",195.4438496,63.6103280,"Radial Velocity","Haute-Provence Observatory",2020,12.10000000,6299.67685515,5429.93477000000,6.8050000000,0.164000,19.500000,153.36,,,57.47800,6774.00,1.500000,1.410000,0.0700,4.210000,0.63246,"F6 V"
"HD 113996 b","HD 113996",196.7948740,27.6244384,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",2017,12.70000000,2002.32900000,610.20000000000,1.6000000000,0.280000,5.370000,798.69,,,,4181.00,25.110000,1.490000,0.1300,1.860000,2.46389,"K5 III"
"HD 114729 b","HD 114729",198.1833997,-31.8746756,"Radial Velocity","W. M. Keck Observatory",2002,13.90000000,262.20975000,1121.79000000000,2.0670000000,0.079000,0.537000,237.89,,,,5844.00,1.473000,0.936000,-0.3300,4.046000,0.42095,"G0 V"
"HD 114783 b","HD 114783",198.1818436,-2.2649921,"Radial Velocity","W. M. Keck Observatory",2001,13.70000000,349.60000000,493.70000000000,1.1600000000,0.144000,0.747000,210.79,,,110.00000,5135.00,0.840622,0.853000,0.2100,4.525599,-0.37250,"K0"
"HD 115404 A c","HD 115404 A",199.2155793,17.0160384,"Radial Velocity","Multiple Observatories",2022,12.50000000,3279.67133183,15319.22517000000,11.3640000000,0.211000,9.230000,61.22,,,25.79100,5019.17,0.727007,0.830000,-0.1568,4.634070,-0.51970,"K2V"
"HD 115954 b","HD 115954",199.9853694,38.3691383,"Radial Velocity","Haute-Provence Observatory",2021,12.60000000,2685.65003915,3700.00000000000,5.0000000000,0.487000,7.380000,144.90,,,79.00000,5957.00,1.213000,1.180000,0.3400,4.150000,0.48090,"G0 V"
"HD 11755 b","HD 11755",29.7078360,73.1521372,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",2015,12.80000000,1789.38290000,433.70001000000,1.0900000000,0.190000,4.690000,903.49,,,,4312.00,20.580000,0.720000,-0.7400,1.670000,2.16933,"G5"
"HD 117618 b","HD 117618",203.1066418,-47.2719049,"Radial Velocity","Anglo-Australian Telescope",2004,8.59000000,55.30242000,25.80000000000,0.1800000000,0.150000,0.479000,745.79,,,,5990.00,1.200000,1.077000,0.0283,4.410000,0.21304,"G2 V"
"HD 118203 b","HD 118203",203.5099560,53.7281876,"Radial Velocity","Haute-Provence Observatory",2005,12.77823800,680.15279098,6.13497790000,0.0713000000,0.313600,1.790000,1361.00,0.38600000,5.6430000,88.48000,5742.00,2.040000,1.270000,0.2870,3.920000,0.64580,"K0 IV"
"HD 120084 b","HD 120084",205.6619890,78.0646376,"Radial Velocity","Okayama Astrophysical Observatory",2013,12.70000000,2034.10180480,2142.00000000000,4.2100000000,0.483000,5.460000,369.24,,,38.00000,4879.00,10.370000,2.160000,0.1000,2.740000,1.73783,"G7 III"
"HD 12235 b","HD 12235",30.0391601,3.0959098,"Radial Velocity","Multiple Observatories",2022,3.23000000,10.48833743,4.36305000000,0.0540000000,0.376000,1.710000,1667.37,,,,5986.00,1.801850,1.100000,0.3100,3.968020,0.57468,
"HD 125390 b","HD 125390",214.5387463,38.9669132,"Radial Velocity","W. M. Keck Observatory",2019,11.90000000,8646.20398403,1757.39151000000,3.4960000000,0.597000,28.200000,320.26,,,84.68500,4882.00,6.470000,1.820000,-0.1100,3.040000,1.12354,"G7 III"
"HD 125612 b","HD 125612",215.2227183,-17.4818147,"Radial Velocity","W. M. Keck Observatory",2007,13.20000000,945.22168242,557.69994000000,1.3490000000,0.446000,2.260000,253.38,,,,5900.00,1.070000,1.050000,0.2300,4.450000,0.06000,"G3 V"
"HD 125612 d","HD 125612",215.2227183,-17.4818147,"Radial Velocity","La Silla Observatory",2009,12.70000000,2281.37230545,2822.72698000000,3.9820000000,0.115000,6.120000,147.48,,,88.19500,5900.00,1.070000,1.050000,0.2300,4.450000,0.06000,"G3 V"
"HD 126525 b","HD 126525",216.8852514,-51.9329118,"Radial Velocity","La Silla Observatory",2018,10.30000000,75.32571000,960.41000000000,1.8370000000,0.035000,0.379000,198.47,,,,5638.00,0.979000,0.897000,-0.1000,4.382000,-0.04030,"G4 V"
"HD 126614 b","HD 126614",216.7005171,-5.1784093,"Radial Velocity","W. M. Keck Observatory",2009,12.70000000,107.74382997,1257.25303000000,2.2490000000,0.548000,0.289000,209.54,,,97.47700,5568.00,1.369794,0.960000,0.5600,4.174243,0.08279,"G8 IV"
"HD 127195 b","HD 127195",217.8714193,-47.7292571,"Radial Velocity","La Silla Observatory",2026,14.00000000,212.94503269,534.50000000000,,0.040000,0.426000,,,,,4981.00,4.160000,1.340000,-0.0400,3.290000,0.98272,
"HD 127195 c","HD 127195",217.8714193,-47.7292571,"Radial Velocity","La Silla Observatory",2026,14.10000000,206.58846455,836.99000000000,,0.050000,0.405000,,,,,4981.00,4.160000,1.340000,-0.0400,3.290000,0.98272,
"HD 128717 b","HD 128717",219.0881687,57.5609512,"Astrometry","European Space Agency (ESA) Gaia Satellite",2025,12.10000000,6293.00245860,3420.00000000000,4.8500000000,0.850000,19.500000,151.90,,,130.30000,6210.00,1.248000,1.212000,0.1600,4.329000,0.32200,
"HD 131496 b","HD 131496",223.3461495,18.2352618,"Radial Velocity","W. M. Keck Observatory",2011,13.40000000,572.09400000,896.00000000000,2.0100000000,0.181000,1.310000,347.30,,,,4846.00,4.440000,1.340000,0.2500,3.180000,0.99123,"K0"
"HD 132406 b","HD 132406",224.2276121,53.3809615,"Radial Velocity","Haute-Provence Observatory",2007,12.80000000,1887.90073758,908.00000000000,1.9800000000,0.250000,4.950000,228.73,,,122.00000,5766.00,1.340000,0.973000,0.1293,4.190000,0.25996,"G0 V"
"HD 134060 b","HD 134060",227.6847587,-61.4223747,"Radial Velocity","La Silla Observatory",2019,3.16000000,10.10000000,3.26960000000,0.0444000000,0.450000,1.760000,1473.18,,,,5966.00,1.164285,1.095000,0.1400,4.430000,0.15836,"G3 IV"
"HD 135344 A b","HD 135344 A",228.9538416,-37.1489176,"Imaging","Paranal Observatory",2025,16.25302201,3178.28407000,,16.5000000000,0.500000,4.070000,1585.00,,,73.60000,9540.00,1.500000,2.320000,0.0500,4.415450,1.22000,"A0 V"
"HD 135694 b","HD 135694",227.8678636,71.8412965,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2023,2.85700000,6.10000000,15.92347556800,0.1246950000,0.000000,2.050000,750.83,0.04930000,4.4904000,,5712.00,1.080000,1.020000,-0.1210,4.335000,0.03941,
"HD 136352 c","HD 136352",230.4401147,-48.3188174,"Radial Velocity","La Silla Observatory",2019,2.91600000,11.24000000,27.59221000000,0.1721000000,0.000000,2.497668,677.00,0.06380000,3.2510000,88.57100,5664.00,1.058000,0.870000,-0.2400,4.390000,0.01620,"G4 V"
"HD 13908 b","HD 13908",34.5609102,65.5941901,"Radial Velocity","Haute-Provence Observatory",2013,13.90000000,274.91000000,19.38200000000,0.1540000000,0.020000,0.562000,993.25,,,,6255.00,1.670000,1.290000,0.0100,4.110000,0.60200,"F8 V"
"HD 13908 c","HD 13908",34.5609102,65.5941901,"Radial Velocity","Haute-Provence Observatory",2013,12.80000000,1630.40000000,931.00000000000,2.0300000000,0.120000,4.270000,273.57,,,,6255.00,1.670000,1.290000,0.0100,4.110000,0.60200,"F8 V"
"HD 142 b","HD 142",1.5836771,-49.0753625,"Radial Velocity","Anglo-Australian Telescope",2001,12.70000000,2256.58168970,351.43394000000,1.0390000000,0.158000,6.050000,358.19,,,59.00000,6245.00,1.470000,1.210000,0.0900,4.620000,0.47418,"F7V"
"HD 142 c","HD 142",1.5836771,-49.0753625,"Radial Velocity","Anglo-Australian Telescope",2012,12.40000000,3464.64746471,10159.64279000000,9.8110000000,0.277000,9.990000,116.56,,,90.37400,6245.00,1.470000,1.210000,0.0900,4.620000,0.47418,"F7V"
"HD 142415 b","HD 142415",239.4189890,-60.2006948,"Radial Velocity","La Silla Observatory",2003,13.50000000,530.77610000,386.29999000000,1.0600000000,0.500000,1.190000,283.72,,,,5940.00,1.040000,1.070000,0.1300,4.440000,0.06000,"G1 V"
"HD 143105 b","HD 143105",238.4023547,68.7199779,"Radial Velocity","Haute-Provence Observatory",2016,13.70000000,384.57430000,2.19740000000,0.0379000000,0.070000,0.822000,2028.25,,,,6380.00,1.647304,1.510000,0.1500,4.370000,0.55557,"F5"
"HD 144899 b","HD 144899",242.5721002,-47.9146826,"Radial Velocity","Multiple Observatories",2022,4.77000000,20.34101805,40.43914000000,0.2420000000,0.821000,1.030000,770.87,,,,6126.00,1.648020,1.160000,,4.068600,0.53733,
"HD 1461 c","HD 1461",4.6762645,-8.0536206,"Radial Velocity","La Silla Observatory",2015,2.23000000,5.59000000,13.50520000000,0.1117000000,0.305000,2.770000,892.87,,,,5765.00,1.152288,1.020000,0.1900,4.380000,0.09540,"G0 V"
"HD 147379 b","HD 147379",244.1725686,67.2392041,"Radial Velocity","Calar Alto Observatory",2017,4.94000000,21.60000000,86.58000000000,0.3193000000,0.063000,0.985000,276.66,,,,4090.00,0.628304,0.580000,0.1600,4.609000,-1.09691,"M0.0 V"
"HD 150706 b","HD 150706",247.8255687,79.7894032,"Radial Velocity","Haute-Provence Observatory",2012,13.30000000,772.32302901,5894.00000000000,6.7000000000,0.380000,1.800000,108.81,,,70.00000,5961.00,0.960000,1.170000,-0.0100,4.500000,0.03175,"G0 V"
"HD 152843 c","HD 152843",253.7848853,20.4915240,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2021,5.94000000,9.67000000,19.50210400000,0.1482000000,0.074000,0.253000,253.08,0.08555836,6.5000000,89.21000,6310.00,1.430000,1.150000,-0.1600,4.190000,0.44992,"G0"
"HD 153950 b","HD 153950",256.1292826,-43.3103753,"Radial Velocity","La Silla Observatory",2008,13.20000000,937.59850000,499.39999000000,1.2800000000,0.340000,2.240000,295.30,,,,6124.00,1.280000,1.250000,-0.0100,4.320000,0.34635,"F8 V"
"HD 154391 b","HD 154391",255.3201345,60.6489226,"Radial Velocity","Multiple Observatories",2023,12.50000000,2892.23850370,5163.00000000000,7.4600000000,0.200000,8.140000,253.57,,,47.00000,4909.00,8.560000,2.070000,0.1000,2.890000,1.58115,"K1 III"
"HD 155918 c","HD 155918",260.5364025,-75.3492390,"Radial Velocity","Multiple Observatories",2022,12.80000000,1878.04805696,17202.19446000000,13.1830000000,0.071000,4.920000,77.38,,,31.77100,5771.84,1.019060,1.030000,-0.6616,4.434510,0.01635,"G2V"
"HD 156279 c","HD 156279",258.0966686,63.3527828,"Radial Velocity","W. M. Keck Observatory",2016,12.50000000,3098.82696825,4818.25358000000,5.4860000000,0.261000,8.720000,109.42,,,74.69900,5453.00,0.950000,0.940000,0.1400,4.460000,-0.14596,"G6"
"HD 156411 b","HD 156411",259.9639522,-48.5502313,"Radial Velocity","La Silla Observatory",2009,14.00000000,235.18000000,842.20000000000,1.8800000000,0.220000,0.471000,304.95,,,,5900.00,2.160000,1.250000,-0.1200,4.070000,0.73100,"F8 IV/V"
"HD 158038 b","HD 158038",261.4395312,27.3030721,"Radial Velocity","W. M. Keck Observatory",2011,13.50000000,486.27990000,521.00000000000,1.5000000000,0.290000,1.090000,405.91,,,,4860.00,4.500000,1.300000,0.1900,3.240000,1.07555,"K0"
"HD 158996 b","HD 158996",259.9051092,80.1364033,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",2018,12.30000000,4449.62000000,820.20000000000,2.1000000000,0.130000,13.100000,960.27,,,,4069.00,50.300000,1.800000,-0.2000,1.400000,3.01481,"K5 III"
"HD 15906 b","HD 15906",38.2712534,-10.3521780,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2023,2.24000000,5.65000000,10.92470900000,0.0900000000,0.110000,2.760000,668.00,0.07290000,1.8000000,87.98000,4757.00,0.762000,0.790000,0.0200,4.490000,-0.56864,"K V"
